user_name,rating,review_text,likes_count,replies_count,created_at,movie_id
JeongpilChae,1.0,"그렇게 핫했던 이유는 뭘까?
그냥 국가적 영웅을 소재로 해서? 이순신 콘텐츠가 나온지 꽤 돼서 다시 써먹을 때가 되어서?
예전에 이순신은 김명민이 있었다. 불멸의 이순신을 안 본 나이지만, 출정식 장면만은 굉장히 자주 봤었다.
김명민 장군은 젊었다.
최민식 장군은 늙었다. 얼굴도 이순신 영정보다는 훨씬 둥글다... 보톡스가 필요했을듯...
사실 이순신은 명량 당시 마흔 대였을 것이므로,
또 군인은 요즘도 얼굴이 같은 나이 또래보다 늙어보이므로
이순신은 늙은 게 더 설득력 있었다.
하지만
극 초반 회의에서 아무 말도 안하는 답답한 리더...
중반에 회심의 출정식에서는 전장 공황으로 탈영한 병사 목을 베는 엄한 리더였다. 아,,, 출정식이라고 하기도 뭐했다. 그냥 혼내는 장면? 그 장면은 굉장히 어색했다. 병사 목을 베어 무자비한 분위기에서 갑자기 감동적인 분위기로 넘어가는데, 목에 가시가 걸려 잘 안넘어가는 그런 느낌이었다.
이런 점에서는 김명민이 호소력 짙은 목소리로 출정식에서 장병을 격려하는 것이 훨씬 멋있었다. 리더는 그래야 했다....
이순신은 명량해전에서는 판옥선 12척으로만 나섰다.
원래 이순신=거북선 이런 공식이 있는데, 거북선 없이 싸우려니까 영화에 거북선 이미지를 심어 주려고 노력 많이 했더라. 전투 시작하기전에 거북선 한 척을 불태워 날려먹지를 않나... 판옥선으로 '충파'한다고 거북선이 부활했다! 억지를 부리질 않나... 마지막 장면은 뜬금없이 임진왜란으로 돌아가서 한산도 때의 거북선의 위용을 과시하질 않나...(명량은 정유재란 때라고 영화처음에 나옴)
즉, 훌륭한 영화가 아닌 것이다. 훌륭한 영화는 훌륭한 사람이나 물건을 가져다 쓴다고 되는 게 아니라, 새로운 트렌드나 신드롬을 만들어내야 하는 것이다. 마치 겨울왕국 때문에 여자 아동들이 엘사 옷입고 다니게 된것처럼! 내생각은 이 영화는 반드시 판옥선이 거북선만큼이나 위대하다는 것을 알렸어야 한다. 거북선은 숫자도 많지 않았고, 돌격용이었지, 주력 함선은 아니었기 때문이다. 영화에서 판옥선은 왜적의 배들이 닿기만 해도 부셔버리는 어마무시함을 드러냈다. 그런데 그걸 그런 이미지를 다 버리고 마무리는 나오지도 않았던 거북선이라니?! ㅎㅎ 내가 감독이었어야해....ㅋㅋㅋㅋㅋㅋㅋ
그리고 실제 명량해전에서는 백병전을 안했다고 한다. 아군 전사자가 4명이었다는데???? ㄷㄷㄷㄷㄷ
영화는 명량 하나만 소재로 하다보니 다양하고 스릴넘치는 장면을 위해서 백병전도 나오고, 왜장이 직접 달려들기도 하고, 적 중에는 저격수도 있고 ㅋㅋㅋㅋㅋㅋ 난장판이었다. 그 시대에 뭔 저격수라냐 ㅋㅋㅋㅋ
아 그리고 조선 일본 구분시키려고 너무 애썼다.
일본이 그때 그렇게 일장기를 달고 다녔을까? 완전 도배를 했던데, 그런 그림은 처음 봤다. 확인해보고싶지만 귀찮. 분명히 그럴거 같지가 않다.
조선 수군은 병사들도 갑옷이었다. 진짜일까? 아니라면 각색 지나치다고 생각했다 ㅋㅋㅋ
불멸의 이순신에서는 병사들은 배와 등에 물 수 자 써져있는 천 옷을 입고 싸웠다. 그리고 병사는 조선 내내 대체로 천 옷 입었던 게 내 기억에 박혀있다....
명량해전의 승리는 사실 제갈량이 그랬듯 자연을 읽고 전장을 유리하게 선택한 것이 유효해서였다. 그래야 말도 안되는 배수의 적 물량을 막은 것이 이해가 된다.
그런데 영화에서는 너무 백성들의 힘을 강조하느라 좀 억지가 있었다. 백성들이 천을 흔들어 자폭선을 알리는 거, 백성들이 어선으로 군함을 회오리에서 빼주는 거..ㅎ 정말 말도 안된다. 아마 실제로는 그런 위기는 있지도 않았을 것 같다. 영화는 너무 백성이 최고다 로 몰아가는 것이 티가 났다. 명량의 핵심이 아닌 그것.
류승룡은 대단하다. 나오는 영화마다 다 펑펑 터진다.
그런데 최종병기활 때도 청나라, 이번에는 왜놈 ㅋㅋㅋㅋ 그것도 모자라 일본에서도 싫어하는(, 버리는) 카드 해적왕 ㅋㅋㅋㅋㅋㅋㅋㅋ
흥행하는 영화들은 이제 공통점을 찾기가 굉장히 어려워졌다. 난 유머가 있어야 흥행한다고 생각했었는데 이제는 더이상 그렇지도 않았다. 유머가 있을 수가 없는 영화였다.
명량은 교육용 자료로 쓰면 이순신을 모르는 사람들에게는 영웅적인 활약상을 배우는 데에 도움이 된다는 생각이 들었다. 하지만 그 외에는 뭐... CG가 저 수준밖에 안되나 싶었고, 박물관에서 틀어주는 3D 다큐멘터리 느낌이 많이 났다. 박물관 영화 치고 2시간이 넘는 건 좀 그렇지만 ㅋㅋ 그러고보니 명량은 3D는 안만들었나?ㅋㅋ
이 영화는 15세 관람가였다. 그래서 초장부터 참수의 장면이 많이 나왔고, 코 자르는 것도 한 번 있었다. 막판에 류승룡도 참수됐고. 그런데 영화가 끝나고 받침의자가 많이 남아 있었다. 초등학생들이 많이 왔었다. 부모들이 교육용으로 보게 한 것 같은데, 오히려 정신적 충격 받은 아이들도 많이 있을 것이다. 나도 어렸을 때 태극기 휘날리며에서 목부분 치료한답시고 다 베어내서 뼈랑 구더기 드러나는 장면 보고 큰 충격 받았었는데.... 목잘린 쇼크가 요즘 애들한테 생기겠군.
솔직히
이 영화는
딱 역린 급이었다.
배경이 진도이고 울돌목이라는 것이
세월호의 맹골수도가 자꾸만 떠오르고
회오리 속에 잠겨들어가는 배들이 가슴 아프게 보였다.",4,0,2018-05-21T00:50:09+09:00,myeongryang
타란티라노사우르스,1.0,영화가 노잼이기도 했지만 김한민영화라서 더 싫다.,4,0,2017-02-03T22:51:01+09:00,myeongryang
동영,1.0,재미없는 영화를 보면 내 몸이 말그대로 꼬이고 비틀린다는걸 깨닫게 해줬다,4,0,2016-10-10T01:42:16+09:00,myeongryang
정세화,1.0,국뽕과 돈만 있다면 누구든지 만들 영화,4,0,2016-09-13T14:13:35+09:00,myeongryang
어어어으으어,1.0,0.5점은 최민식의 연기에 주는 것...,4,0,2016-08-20T15:57:34+09:00,myeongryang
박성환,1.0,고증부터 신경쓴다고 말이나 하질말던가....이 좋은 소재를 그냥 다큐로만 만들어도 영화보다 더한 역사를 이렇게 망치는것도 대단할뿐....0점을 못주는게 아쉬울뿐임....,4,0,2016-08-03T22:20:50+09:00,myeongryang
베르따,1.0,별 반개도 아까움,4,0,2016-08-03T21:38:40+09:00,myeongryang
창호찡,1.0,여태껏 내돈내고본 영화중 돈아깝다는 생각 처음들게해준영화..,4,0,2016-07-17T00:49:33+09:00,myeongryang
나는 달,1.0,"야, 진짜 이런 영화, 이런 마케팅은 이제 그만할 때도 되지 않았냐?",4,0,2016-06-19T16:11:12+09:00,myeongryang
흐헝,1.0,영화적 가치가 없는 영화,4,0,2016-05-24T22:30:48+09:00,myeongryang
비디오가게알바,1.0,배급/기획/마케팅의 승리. 신에게는 아직 12관의 상영관이 더 남아있습니다.,4,0,2016-01-15T23:24:27+09:00,myeongryang
니원영,1.0,역사는  역시 역사스페셜,4,0,2016-01-06T04:05:58+09:00,myeongryang
진수미,1.0,내가 이걸 돈주고 봤다니.,4,0,2016-01-05T06:45:50+09:00,myeongryang
김주연,1.0,최민식의 연기를 욕하는 게 아니라 최민식이 그냥 이순신장군의 이미지와 어울리지 않았음 맨날 나쁜놈 연기만 해서 그런가ㅜㅜ..거기다 내용도 그닥,4,0,2015-12-17T06:09:46+09:00,myeongryang
???,1.0,내 명대사를 받아라 히야야야야야야야야압!!!!,4,0,2015-12-16T06:21:21+09:00,myeongryang
영화도리,1.0,조잡하고 엉성하게 만들어진 최민식 영화,4,1,2015-12-02T09:14:56+09:00,myeongryang
Hyunjin Lee,1.0,이딴 걸 영화라고 만들다니,4,0,2015-10-12T19:27:48+09:00,myeongryang
꾸러기,1.0,아니 뭔 말이 이렇게 많아,4,0,2015-10-08T08:37:48+09:00,myeongryang
JaekyungLee,1.0,이순신을 이렇게 그린것도 참 능력이다,4,0,2015-09-06T06:50:27+09:00,myeongryang
토라진,1.0,무모하고 독단적인.,4,0,2015-09-04T01:06:23+09:00,myeongryang
의진,1.0,이렇게 대충 대충 좀 울려주고 애국심 건들이고 해주면 천만 넘는거 그거 머 아무나 하지 머... 어느것 하나 영화적 완성도라고는 찾아볼수 없는 최악의 졸작,4,0,2015-08-31T00:43:57+09:00,myeongryang
돼냥이,1.0,이순신 망치기 참 잘봤다.이런게 흥행되다니,4,0,2015-08-17T07:47:16+09:00,myeongryang
이경근,1.0,주모~~~,4,0,2015-07-26T10:45:48+09:00,myeongryang
허진훈,1.0,뭣같은 고증에 뭣같은 시나리오. 이순신에 대한 공부를 3일이라도 했다면 이따위 영화는 안나왔다. 감독이 친일파이길 바란다. 아니면 더 슬플테니까.,4,0,2015-06-18T12:39:47+09:00,myeongryang
김종인,1.0,총체적 난국,4,0,2015-05-29T23:11:13+09:00,myeongryang
이창현,1.0,왜1600만 봣는지하나도모르겟다 개핵노잼 보다가 잠듬,4,0,2015-05-12T08:18:21+09:00,myeongryang
김영진,1.0,너는 명량이 아니다.  너는 한 영화의 대한민국이다,4,0,2015-05-08T07:20:23+09:00,myeongryang
이동구,1.0,이순신 장군님 존경합니다,4,0,2015-05-06T10:38:42+09:00,myeongryang
표준,1.0,고증이란 존재하지 않는 쓰레기 cg영화 이순신이란 인물을 이용해 관객수만 많다. 정말 질떨어지는 영화,4,0,2015-04-18T12:51:45+09:00,myeongryang
크노빠,1.0,별점 영개는 못주나여?,4,0,2015-04-17T21:37:45+09:00,myeongryang
타키,1.0,EBS에서 만든 영화인줄~ 명량은 한국 관객의 수준과 냄비근성을 증명했음.,4,0,2015-04-12T23:56:52+09:00,myeongryang
이유범,1.0,"소재랑 캐스팅은 좋은데 중간중간 억지로 넣은 감동요소랑 클로즈업,쓰레기같은 대사는 최악이다
무슨 조총으로 배위에서 저격을 하지않나 몰입도도 없고 감동도 없고 잠만 오는 영화",4,0,2015-04-12T20:20:07+09:00,myeongryang
말랑,1.0,"진부한 스토리, 반전 없는 캐릭터, 뻔한 연기, 지겨운 대사, 어설픈 연출, 시종일관 궁서체 진지 돋아서 목디스크 걸리는 줄. 앞에 한 시간 지루한데, 뒤에 한 시간도 지루하다.",4,0,2015-03-17T07:46:08+09:00,myeongryang
연화,1.0,씹노잼,4,0,2015-03-09T20:06:45+09:00,myeongryang
영화보자,1.0,이순신이라는 이름빨이 아니었으면 진작 망했을 애국 마케팅 저질 영화,4,0,2015-03-09T14:51:50+09:00,myeongryang
횬이,1.0,...핵노잼ㅠㅠㅠㅠㅠ,4,0,2015-01-17T14:25:22+09:00,myeongryang
김희릿,1.0,아... 이딴 영화가 1700만 이라니...,4,0,2014-12-10T04:22:25+09:00,myeongryang
부산너굴이,1.0,좋은 소재와 끔찍한 감독이 만들어낸 영화,4,0,2014-09-01T01:20:14+09:00,myeongryang
욱스,1.0,2014 최악의 영화,4,0,2014-08-25T21:56:32+09:00,myeongryang
이용후,1.0,뭘 보고 왔는지 모르겠다,4,0,2014-08-25T02:27:28+09:00,myeongryang
영화빌런,1.0,불멸의이순신이 너무 잘만들어서 비교가되네요 역사왜곡도 심하고 별로였어요,4,0,2014-08-06T08:39:36+09:00,myeongryang
신아린,1.0,12척의 배로 300척의 배를 때려부수는 영화,3,0,2022-10-22T02:17:38+09:00,myeongryang
esradi,1.0,"잘만든 임진왜란 자료화면 ⭐⭐⭐⭐⭐
  여친과 극장을 나오면서 이 영화가 왜 자료화면(쓰ㄹ..망작)인지 1시간 30분간 설명했다.
   그리고 헤어졌다.
그렇게 나는 영화에 댓글을 달기 시작했다.",3,0,2019-06-27T23:05:59+09:00,myeongryang
홍영주,1.0,왜 만들었을까,3,0,2019-06-23T23:16:52+09:00,myeongryang
진욱,1.0,"극한직업 7번방과 함께 압도적 스크린수로 찍어누른 한국산 발암3형제중 첫째, 국뽕 개씹쓰레기 증말 영화 쪽팔리다~ 이딴 영화가 영화산업 선진한국에서 1위라니ㅉㅉ",3,0,2019-06-12T19:53:58+09:00,myeongryang
휴브리스,1.0,"영화에 침을 뱉고 싶다는 생각을 가끔 한다.
.
이 영화가 그랬다.
.
곱씹으면 씹을 수록 쓰레기 같은 영화라는 사실이 절절하게 느껴진다.
.
작품이고 싶어 애를 쓰지만 태생이 이순신이라는 캐릭터와 최민식을 합치는 것에 급급했기 때문에 남은 것은 오락영화도 되지 못한 '영화 비슷한 것'에 불과했다.
.
도대체 이 영화에서 뭘 느끼고 대종상영화제의 최우수작품상을 줬는지는 모르겠으나, 공감도 이해도 못 하겠다.
.
어쨌든 어설픈 애국심 고취는 대실패했고, 이순신이라는 캐릭터는 관객들에게 인간으로서 전혀 다가오지 못했으며, 해전 장면은 이야기로 힘이 안 실리니 맥 빠질 뿐이다.
.
그 거금과 뛰어낸 배우들을 들여 만들어 낸 영화가 고작 이것이라는 데에 안타까움이 가득하다.
.
한줄 요약하자면, 이순신 위인전은 질렸다.
.
다시는 이런 영화가 나오지 않기를 진심으로 바란다.",3,0,2019-05-28T14:08:29+09:00,myeongryang
오늘도 재밌었네,1.0,대놓고 비장하게,3,0,2019-01-24T10:45:33+09:00,myeongryang
박지수,1.0,"이 영화의 문제는 한 마디로 요약될 수 있다
감. 정. 과. 잉.",3,0,2018-12-11T18:03:04+09:00,myeongryang
한창헌,1.0,"반여고 연극부가 연출하고 남동훈이 이순신 역할을 해도 딱 이 정도일듯, 내 죽음을 알리지 마라 대사 나왔으면 0.5 점 정도는 더 줬을수도",3,0,2018-05-02T14:23:41+09:00,myeongryang
"안녕,헤이즐.",1.0,"최민수를 위한
최민수에 의한
최민수의 영화",3,2,2016-06-12T17:27:03+09:00,myeongryang
잘하는거해라!,1.0,차라리 불멸의 이순신을 보세요..,3,0,2015-02-25T13:25:08+09:00,myeongryang
소인배,1.0,"이순신은 정말 대단한 인물이다
이런 영화를 흥행시키다니",3,0,2015-02-11T12:44:59+09:00,myeongryang
김제윤,1.0,아 진짜 재미없음,3,0,2015-02-09T08:21:54+09:00,myeongryang
놀자,1.0,영화관 독점장악과 잘못된 매스컴 도보로 1위한 쓰레기 영화,3,0,2015-02-02T20:30:25+09:00,myeongryang
독수리,1.0,역사의 저편에 숨겨져 안보이던 우리 수많은 조상님들을 생각할 수 있게해줘서 고마울 뿐.,3,0,2015-01-10T23:32:52+09:00,myeongryang
이윤지,1.0,이순신은 이순신이고 영화는 영화지,3,0,2015-01-07T15:01:01+09:00,myeongryang
김성준,1.0,영화를 보다가 마케팅의 중요성을 배웠다.,3,0,2015-01-02T12:38:52+09:00,myeongryang
살기좋은 지구,1.0,너무 좋아하는 위인의 업적을 운이란 식으로 폄하한거 같고 고증이 엉망같고 재미도 없었다 사람들이 이순신 장군님에 대해 오해할까 무섭다 그리고 개인적으로 뉴라이트후원 인가? 했다,3,0,2014-12-25T22:40:51+09:00,myeongryang
이진상,1.0,"이순신 장군님께 미안할 정도의 영화.
좋은 소재와 명품 배우가 만났지만 영화는 졸작 그 자체다.
소재와 배우 외 모든 부분이 최악인 영화.
다신 이런 영화가 안 만들어지길 바란다.",3,0,2014-12-21T14:43:38+09:00,myeongryang
쓰응,1.0,류승룡 죽을때 옆에 있는 아저씨가 박수 치는데 영화관 뛰쳐 나오고 싶었다,3,0,2014-11-24T12:46:17+09:00,myeongryang
송민석,1.0,"나란 관객 이럴 줄은 보러가면서도 알았지만, 그냥 내 영화 취향이 극도로 마이너하다는 걸 여실히 증명해준 영화. 흥행작은 볼게 못된다는 내 같잖은 거만함에 거름을 뿌려준.",3,0,2014-11-16T12:50:39+09:00,myeongryang
인욱킴,1.0,국뽕 감성팔이 흥행은 디워로 족합니다,3,0,2014-10-31T05:49:41+09:00,myeongryang
손일두,1.0,기승전결도 제대로 안갖춘 영화,3,0,2014-10-30T04:31:11+09:00,myeongryang
김태형,1.0,"제 2의 디 워 사태. 몰입을 방해하는 고증을 내세워 역사물을 만드는 감독은 자질이 부족하다고 본다. 고증은 엿바꿔 먹고 스토리는 안드로메다, 성웅으로 신화를 쓰고 앉았으니...",3,0,2014-10-02T12:05:59+09:00,myeongryang
